ENE,FIN,TEC,IND,SAN,CON,UTL,MAT
0.02221405273207491,-0.022266737844438465,0.01101033830921382,0.01810818077860777,-0.03709655154085795,-0.03861735529008031,0.01944001333691555,-0.005717091890965691
-0.09295467851400095,0.0849397251802374,0.07066328395908265,0.0038988299873534416,-0.018782612562459562,0.05604966806338538,0.021218541630733712,0.18190072449961975
0.02884840618572134,0.030663675003638223,0.0024894064447141175,0.040176164611796315,0.024505633991703413,0.0506478125721269,-0.0061744064032398255,-0.017118292468120126
0.007226005567346743,0.08042031891953787,0.15089082855054575,0.010371680982766533,0.005741968591450399,0.03480627673576715,0.007824890283237396,0.09159358003887966
-0.08371046218652563,-0.011263999052167323,-0.011904655331870823,-0.06618235957627,-0.011680024779558637,-0.009891625985933437,0.007880659277293717,0.09873621060262677
-0.024730605309676877,-0.0713652193802325,-0.017516841332110036,0.031002484781767526,-0.03460744052897902,-0.039808355664626524,0.00803519515512989,-0.02644951903491177
0.03357292870180506,0.0007418225872260297,0.054235886805206385,-0.03993461471344562,0.001768566385259985,-0.005366009290833145,-0.02248041454281061,-0.09204646505430528
0.037360007151053726,-0.015595421624852291,-0.06388492297502736,-0.0006751374278539269,0.036993777749926696,-0.07645487521542048,-0.027413965778434784,-0.051566762454820815
0.09549194330432068,0.04212976887158751,0.08778750981936739,-0.02483401255143932,-0.019872621729949844,0.03312475278951612,0.010724456304152892,0.05785123818817947
0.0150777014286382,0.04428241368310665,0.047909435757834504,0.05372698432860381,0.039030021717458195,-0.03776915545821318,-0.0346488556007344,0.08724427037733859
0.08046879727041506,-0.03114277632519079,-0.09795470823609337,0.02350612854391068,0.040901988212689463,0.07938493018143247,0.019393845723478076,0.0011506810492054771
-0.0719684426165705,-0.031572135017379675,-0.05470719651983858,-0.06505293883884418,0.04804253596008368,0.0437540493181047,0.014190884627231955,-0.0845912910001775
0.06952211198586034,0.06689383691841064,0.07096915004867274,0.07470280380689932,0.035140850160927266,0.04650678610410367,0.0238746029175035,0.05010691623030424
-0.07399188725840579,0.022625162283787685,-0.014736766960994751,-0.03700696931108259,0.06021649997573565,0.07269750545994755,0.03410907960371953,0.03233680780477435
0.09998729354868824,0.039095817737378,0.061938890823677685,-0.013854578302368352,0.031090305044631783,0.02685426204107671,-0.012849331730244901,0.03278930511033735
0.0063892269803679964,0.11120381876409546,0.0802284703533441,0.01026906469081781,0.014600367570327993,0.010229764268707602,0.0011162191549527137,-0.05317213529070621
-0.0484352964868818,-0.0892755678023997,-0.13978637915777448,-0.01633843281797922,-0.009084443441931314,-0.09113127388445388,-0.01591861490985479,0.015597316674138682
0.04024843970831365,0.04147262810948833,-0.011126791445461685,-0.04498006818225307,-0.037967917858834035,0.003951900948806226,0.004364298661908449,0.0638259606201195
0.045089981220365664,-0.01890745642960241,-0.09712183753096491,-0.02139365899868305,0.002589298773367459,-0.01314309634989352,-0.01375964020885197,0.004817814756297372
-0.026020155642241364,-0.035439648977523525,0.024165271561029024,-0.016448432209753804,0.008351894266599198,0.01010049092948914,-0.02168607162366574,-0.02931694223742746
0.0964934883450519,-0.034760403120994196,-0.11112917928504946,-0.051727162478886424,0.015771284587788502,0.020112752985129028,0.007996440351823198,0.10014736211668694
-0.13528805981201086,0.019906448302249996,0.11054051603355684,-0.0462291137685752,-0.010814925257440839,-0.026412190307993716,-0.017084074190713235,-0.02091718010887037
0.015997622329978985,0.035686902536189266,-0.09554449979647947,0.02623879475568827,-0.02766087397459557,0.022241628222358742,-0.02060141851582605,-0.052092867005499977
0.04088491133229756,0.20163502267751982,0.09390827649692349,-0.007356168137310819,0.04288058394472437,0.004916724983979562,-0.00017123843372509294,0.07963737726642395
-0.001876418112171344,0.011342972191227204,-0.0002144098492114731,0.010723297033251648,0.012354960104505031,-0.0691525317361288,0.013485442159804375,-0.062209198826976925
-0.07135296000078283,-0.0022363191907026213,0.010402605231207212,-0.026668734361205402,0.02682386306305073,-0.04528558771229975,-0.006460270086776847,-0.033806633429957045
-0.006413126243039431,0.010587028191451887,-0.07263642534253482,0.025637583407880225,0.0011398368358196483,-0.06805176448487867,-0.03925531828408819,-0.004739626004201361
0.01514638356759315,0.025345082505501926,0.03724618942352076,0.03321459005638679,0.04419480618103673,-0.018701581017997553,-0.012512553267624068,-0.03656879570206747
0.03518468843290269,0.09305741939840986,0.0015713447278109562,-0.08083570127444617,-0.03833041038314726,-0.012937117970975062,-0.0022116607531282896,-0.0014245666449555633
0.007001843835888011,-0.011075177898663557,0.08385605897767175,-0.022050279178610365,-0.021625290955079656,0.021586307620465,-0.027466676179064634,0.029369997977573392
-0.08781465047325437,-0.1178744907855944,-0.012075337186840937,-0.10900251871442604,0.012590412574139967,-0.07434814411176,-0.057936017260459494,-0.09674189022347525
-0.07091081879781888,-0.06147820170529821,0.00796096296518678,0.007057927077628815,-0.02651424488865345,0.02326022823525642,0.018334012573072204,0.06797967763174605
0.027729835913702195,0.07655244149014455,-0.12645399753140454,-0.011192778105063275,-0.02384606738565765,0.006225025544852239,-0.009569590847904656,-0.008141289908893668
0.13594102636538924,0.04017932064694839,0.08949433208159994,0.029117362277442792,0.02656627992335233,0.0317704255281256,0.025579735509228072,0.11600821470212525
0.05843154127370327,-0.011185688999603836,0.012110186953072647,-0.0674177548581468,-0.014216206966903086,0.016636925011679658,0.01001610297205342,-0.012963225421165923
0.008967222938339861,-0.01471227120419611,0.03929836605383133,-0.02018545951570746,-0.028476844943526182,-0.012820083309204363,-0.07006581783465228,-0.015138646769687316
-0.20957436550028635,-0.1268054948419143,-0.0019191552304832563,-0.0052052424846740705,-0.048206712989405445,-0.043535370912706234,0.018938253382144287,-0.05820950706477562
0.106245285879096,-0.007003424042913496,0.024000931219646356,0.0596894640541383,0.0021895063543189907,-0.03823711549948951,-0.0029387537882081998,-0.008119258434372646
-0.0071054097014913165,0.05825151618034233,0.03489277405310102,0.09292734626500065,0.03586017781205964,0.035697910895171006,0.02150757577854979,0.08053096427737391
0.04432852695660701,-0.038968267670373466,-0.05103380810938871,0.05682760828772364,-0.0035358423631684528,-0.03864378817025932,0.015182430056311069,0.042970715967908135
-0.046148781853357,0.04860913857382121,0.0964124572404869,0.04297877413747324,0.03701143415437549,-0.02591343224446472,0.019072129527613,0.015446793714840465
-0.062050563172915525,0.0031523417232168366,0.05533717072747649,0.03768899439309016,0.02024275147062263,-0.030276009256462455,-0.005329919855842817,0.00510640295794558
-0.007839782384610063,-0.009157924638614857,0.042194822466749646,-0.014627681461870466,-0.027982433463709745,-0.023478324467588255,0.009025657306341578,-0.014528053273002463
0.012010107167647947,0.03102056209824199,-0.029572769839487298,0.026082903809644717,0.010115064462423318,-0.04571874289700644,0.028429286729505874,-0.035045111908071996
-0.06721900088980261,-0.039041195405767636,-0.046803176940647805,0.016589144506413387,0.0017358118896801111,0.0006459838740022206,0.0194449240136944,0.03779517578369668
0.09897680969910913,0.1209133600169841,0.16003393365440718,-0.008326240186041833,0.0359119885230997,-0.014680504135753558,0.032367955929978265,0.09091229384860636
0.0033268938318904914,0.0075459801937177926,-0.04907051619329513,-0.06413540058762768,-0.010667741118678874,-0.05294054996641899,-0.016426236025567652,0.006223030027544048
-0.03535520626910213,0.03556387304271309,0.04072116388017655,-0.04460073841520039,0.02662138440854151,0.02015590283736199,0.0007248914554661358,-0.05343028635762017
-0.004444020806338718,0.016023555990792908,0.09398866108224904,-0.0028314187059591406,0.03561152025265416,-0.014313239785332985,0.011326063507261733,0.04905117086255664
0.0585979622349624,-0.1509094294082067,0.01971876129645314,-0.05149892012352405,-0.020910412469330262,-0.04101858304449171,-0.01285251030930144,-0.07821224628133937
0.08035669845296478,-0.015984295180129955,0.09317879951024838,-0.018437542947831342,0.0038447297243751344,-0.03081564250827268,0.013285331151226229,0.09551212764841951
0.040747249119629264,0.041973931005109426,-0.013699623324444618,0.03176622547367007,-0.02197106882218839,0.0016329490907842983,0.022160893568487668,0.12826630980339865
0.10974618564066091,-0.06848520814592243,0.06207264478528261,-0.01779325601497733,-0.01981344254101722,-0.006060545041085939,-0.008529012418818116,-0.026428282740518783
-0.03010648875055129,-0.0882718917058912,-0.11778232106790336,0.01769964629256621,-0.012109092125781123,-0.0267738973855788,-0.0019519470810100772,0.037579756328518205
0.04168520894632939,0.002599204545515564,0.1338712805552879,0.09324349144806177,0.03413234245696349,0.05897241329341369,0.03811962846779482,0.1038972445788266
0.03766672830552189,0.041212390878383326,0.04935441059622736,-0.0371858377850114,0.026296296223909776,-0.041254020298599786,-0.011958921423752964,0.08626310710472965
0.037868111054100706,0.07698651241321462,-0.021181763483183576,-0.04947743584556389,-0.007995605228806199,0.0016944429811588798,0.0014747814490029185,0.06395585009201027
-0.0044976518918472125,0.035470044584757124,-0.04722013921422159,0.03072408750810864,0.008970094337382774,-0.015241016397539884,0.0016179713110453919,0.004203130872714043
0.030916977471282248,0.15000148419100579,0.05717281096621107,0.03100906523363714,-0.037214582943865857,0.0021480037266361496,0.012294495367165207,0.0077667309982782096
0.10583633480411153,0.0344371269069548,0.143790884757883,0.036256932454640484,0.022640083348222758,0.024756455337496413,0.014841423869479488,0.14367419669414247
-0.09775094907332839,-0.0884652006924586,-0.00967858160148968,0.01753225521468384,0.03212381670522902,0.03095229721403983,0.00034553771726102914,0.08148398951912303
0.08841910947925133,0.053819066584874786,0.12120179581567482,0.044838543253904656,0.00476514882648519,0.052403108871629106,0.017035355538221355,0.040799670065212616
0.07514491871480468,-0.13295274391492562,-0.09371135237360419,-0.04574290180770879,-0.008603870278704559,-0.006686020410664909,-0.028200546856554543,-0.05702158364193036
0.027676713499176393,0.2188108432335329,0.22604150858899635,0.04819862701263363,0.02914366352280779,0.01234607640775872,-0.01104516677649749,0.07058951327951209
-0.05311721785338168,-0.008401934664320692,-0.11292676825435002,-0.03303166199105915,0.004177202663895625,0.011608522328852075,0.008578365711380757,-0.08229255943980084
0.05762457975970815,-0.02633826643842685,0.06808984785226457,0.013489871043996573,-0.03169237410710386,0.0008987481599711921,0.014123442084765072,0.05347642455894509
0.06099259895599074,0.16473686199215654,0.16679513949237806,0.051968981248444734,0.06109474190676925,0.11830422203846777,0.06535375037743449,0.0010021822359719823
