price,demand
13.706058363237666,65.30719504382476
14.531321818711426,61.47658561500463
5.831910724141416,165.28313614707568
11.405869832427612,106.67940681796142
11.549674936985207,88.8382990906326
5.8184827106606,149.33392829355083
14.002863495600582,70.02209849840689
10.6415635388834,99.67350794498766
15.540596976697334,46.26325889578796
6.235735406094198,161.12856364345092
10.29964123020045,121.91158730081251
7.8814207479322125,135.69717991295445
11.709700807421132,89.46335814578805
11.296895647373454,100.8755055636786
10.14912212992654,91.37201410594392
7.89827545614939,132.95472841219737
10.047319635456972,99.93429240088207
8.467070599451084,148.36707395379983
14.689361179240338,64.89882637565584
9.53828020982003,116.35124632171555
9.70280271575024,111.51988846344229
7.1027081477606675,119.23560600961233
7.046022476429373,148.90899347784205
15.44665110730125,64.75115835298215
7.768050605217433,127.99206426887345
14.420099742987366,67.5295434251247
11.137321132696265,103.9923559493789
15.766236206509758,32.63825273315209
5.968895000347241,162.76381812082107
15.298887047266078,63.9052721614404
13.269636681955717,76.09031756329124
10.816146397176013,100.45375167871558
12.506278954838614,89.52260291032101
12.669234147795422,66.77163859587883
9.380611482703403,117.65280001599686
11.613737915454374,101.73796054493724
6.742720692765116,134.64815439605243
4.256321861709749,182.11360040357212
12.11806882205013,82.9371760270177
9.69348427055941,94.64423044133457
