prezzo,domanda,stima
13.706058363237666,65.30719504382476,71.53208064167961
14.531321818711426,61.47658561500463,62.573441482485066
5.831910724141416,165.28313614707568,157.0098113190802
11.405869832427612,106.67940681796142,96.50175415498877
11.549674936985207,88.8382990906326,94.94067928557976
5.8184827106606,149.33392829355083,157.15557898466813
14.002863495600582,70.02209849840689,68.31011550581897
10.6415635388834,99.67350794498766,104.7986734545757
15.540596976697334,46.26325889578796,51.61726513326792
6.235735406094198,161.12856364345092,152.62609653661156
10.29964123020045,121.91158730081251,108.51040764521765
7.8814207479322125,135.69717991295445,134.76137582310446
11.709700807421132,89.46335814578805,93.2035200549575
11.296895647373454,100.8755055636786,97.68472232726421
10.14912212992654,91.37201410594392,110.1443662277487
7.89827545614939,132.95472841219737,134.5784097071936
10.047319635456972,99.93429240088207,111.24948218485261
8.467070599451084,148.36707395379983,128.40385973706682
14.689361179240338,64.89882637565584,60.857846790223306
9.53828020982003,116.35124632171555,116.7753545615315
9.70280271575024,111.51988846344229,114.98938214942575
7.1027081477606675,119.23560600961233,143.21468263971394
7.046022476429373,148.90899347784205,143.83003337599757
15.44665110730125,64.75115835298215,52.63709357572958
7.768050605217433,127.99206426887345,135.99206426965037
14.420099742987366,67.5295434251247,63.78081160936952
11.137321132696265,103.9923559493789,99.41698186997698
15.766236206509758,32.63825273315209,49.1678407383786
5.968895000347241,162.76381812082107,155.5227798833953
15.298887047266078,63.9052721614404,54.241144846596455
13.269636681955717,76.09031756329124,76.26965182324795
10.816146397176013,100.45375167871558,102.90349098835775
12.506278954838614,89.52260291032101,84.55627396950447
12.669234147795422,66.77163859587883,82.78731550765315
9.380611482703403,117.65280001599686,118.48692584650559
11.613737915454374,101.73796054493724,94.24524426569384
6.742720692765116,134.64815439605243,147.1225228448646
4.256321861709749,182.11360040357212,174.11360040382533
12.11806882205013,82.9371760270177,88.77048517021552
9.69348427055941,94.64423044133457,115.09053843768216
