x,social,search,TV,influencer
0.0,0.0,0.0,0.0,0.0
0.43478260869565216,15.36311825620169,14.58601234315981,5.621676374192126,15.8425056984197
0.8695652173913043,29.868871759589734,28.63278615187898,11.183226714901064,30.465103514284085
1.3043478260869565,43.60791691692851,42.178774869369285,16.685923566780275,44.04230667089162
1.7391304347826086,56.65725049313088,55.2584599462314,22.130999497773885,56.71366782563934
2.1739130434782608,69.08282309058147,67.90287972248285,27.519648756258103,68.5925356520928
2.608695652173913,80.94155601611509,80.14007311044406,32.85302884319644,79.77223065645015
3.043478260869565,92.28291785984656,91.99545403567133,38.1322620044858,90.33050237586421
3.4782608695652173,103.15017131624654,103.4921292116362,43.35843664830655,100.33281173809438
3.9130434782608696,113.58136970149714,114.65116923729472,48.53260869195395,109.83479164728006
4.3478260869565215,123.61016114591945,125.49184101081919,53.65580284232,118.88412095523842
4.782608695652174,133.2664433527782,136.03180790002705,58.72901381390964,127.52197202982231
5.217391304347826,142.57690105392302,146.2873028927329,63.75320748801282,135.7841432983727
5.6521739130434785,151.5654505108461,156.27327898899222,68.7293220164112,143.70195561448062
6.08695652173913,160.25360971000552,166.0035403329573,73.65826887277396,151.30296919108346
6.521739130434782,168.66080867716897,175.49085697053252,78.54093385469025,158.6115625483647
6.956521739130435,176.8046511707197,184.7470656267079,83.37817803909329,165.64940416763105
7.391304347826087,184.70113661855737,193.7831584978312,88.17083869365376,172.43583986202609
7.826086956521739,192.36484933312528,202.6093617295615,92.91973014655548,178.98821331554825
8.26086956521739,199.80912062845033,211.23520498568203,97.6256446169128,185.3221331663907
8.695652173913043,207.0461683667458,219.66958329456006,102.28935300794821,191.45169698785276
9.130434782608695,214.08721760344017,227.92081217959807,106.91160566491614,197.38968025363263
9.565217391304348,220.94260532203316,235.9966769302685,111.49313309963668,203.14769665774514
10.0,227.62187171201398,243.90447674550998,116.03464668338908,208.73633484694082
10.434782608695652,234.13384001279678,251.6510643768101,120.53683930980866,214.1652756113115
10.869565217391305,240.48668660049012,259.2428818105469,125.00038602933223,219.4433927916559
11.304347826086957,246.6880027142569,266.6859924551627,129.42594465664473,224.57884054536058
11.739130434782608,252.74484899117263,273.9861102361203,133.8141563524943,229.57912912566147
12.17391304347826,258.6638037921558,281.14862594841384,138.16564618116294,234.45119094219564
12.608695652173912,264.45100614840095,288.1786311711035,142.48102364480442,239.20143836122492
13.043478260869565,270.1121940312868,295.0809400096186,146.76088319579247,243.83581445481514
13.478260869565217,275.652738543842,301.8601088983844,151.00580472815614,248.35983770662168
13.91304347826087,281.0776745444721,308.5204546677893,155.2163540491182,252.77864151783245
14.347826086956522,286.39172814056326,315.06607105490343,159.39308333169564,257.09700922256815
14.782608695652174,291.59934142821214,321.5008438160905,163.5365315492676,261.3194052116631
15.217391304347826,296.70469480259544,327.82846458121844,167.64722489296653,265.45000267258024
15.652173913043478,301.7117271197433,334.0524435731536,171.72567717269996,269.4927083775643
16.08695652173913,306.6241539533333,340.1761213022681,175.77239020256854,273.4511848891043
16.52173913043478,311.4454841584972,346.2026793335089,179.7878541714019,277.32887049903366
16.956521739130434,316.1790349276061,352.135150212912,183.77254799909784,281.12899717330083
17.391304347826086,320.8279454998467,357.9764266310965,187.72693967941188,284.85460673709235
17.82608695652174,325.39518966650047,363.7292698930565,191.651486609811,288.50856550339097
18.26086956521739,329.88358719668344,369.3963177563292,195.54663590897297,292.0935775212237
18.695652173913043,334.29581429348343,374.9800916932331,199.41282472248236,295.61219659699884
19.130434782608695,338.63441317758725,380.48300362722324,203.2504805172461,299.066837222805
19.565217391304348,342.9018008843331,385.9073621884085,207.060021365124,302.45978452880627
20.0,347.1002773504085,391.2553785288401,210.84185621624547,305.79320336247906
20.434782608695652,351.23203285793346,396.5291717342296,214.59638516245877,309.06914658503524
20.869565217391305,355.29915489625137,401.7307738652489,218.32399969133726,312.2895626646521
21.304347826086957,359.3036344952431,406.86213465842485,222.02508293114653,315.4563026368424
21.73913043478261,363.24737207826763,411.92512591384366,225.70000988715466,318.5711264942209
22.17391304347826,367.1321828777994,416.92154559437597,229.34914766965085,321.63570906089876
22.608695652173914,370.9598019523929,421.8531216588873,232.97285571401937,324.6516454005939
23.043478260869566,374.7318888396834,426.7215156498835,236.5714859931977,327.62045580217926
23.478260869565215,378.4500318766544,431.52832605423106,240.14538322283397,330.5435903816803
23.913043478260867,382.11575221532485,436.27509145396215,243.69488505944193,333.42243333559475
24.34782608695652,385.7305075592626,440.9632934827016,247.2203222918389,336.2583068767632
24.782608695652172,389.29569564389794,445.5943596019342,250.7220190261378,339.0524748808053
25.217391304347824,392.8126574814304,450.1696657101249,254.20029286455207,341.806146268293
25.652173913043477,396.282680389183,454.69053859662637,257.65545507825965,344.5204781453135
26.08695652173913,399.7070008185167,459.15825825132293,261.0878107745628,347.196578722844
26.52173913043478,403.08680699986303,463.5740600400701,264.4976590585655,349.8355100333707
26.956521739130434,406.423241418033,467.9391367551798,267.8852931895862,352.43829046142145
27.391304347826086,409.71740313070643,472.25464054946747,271.2510007325073,355.0058971030988
27.82608695652174,412.97034994187453,476.5216847617045,274.5950637042583,357.53926796829717
28.26086956521739,416.1831004409899,480.7413456407136,277.91775871561924,360.0393040380243
28.695652173913043,419.35663591766087,484.91466397478496,281.2193571085218,362.50687118811845
29.130434782608695,422.491902160894,489.04264663258596,284.5001250890195,364.9428019896401
29.565217391304348,425.5898111511405,493.12626802126994,287.7603238560891,367.34789739530555
30.0,428.65124265271925,497.1664714670679,291.00020972641977,369.72292832050954
30.434782608695652,431.67704571357376,501.164170523256,294.2200342553388,372.0686371267464
30.869565217391305,434.6680400787598,505.1202502100347,297.4200443540155,374.3857390145719
31.304347826086957,437.62501752354996,509.0355681905301,300.60048240308225,376.67492333264505
31.73913043478261,440.5487431115806,512.910955886826,303.761586362801,378.9368548088455
32.17391304347826,443.4399563830408,516.7472195396593,306.9035898799015,381.1721747089669
32.608695652173914,446.2993724775216,520.5451412151577,310.0267223912117,383.38150192803954
33.04347826086956,449.12768319578913,524.3054797617627,313.1312092241937,385.56543401892924
33.47826086956522,451.92555800442665,528.0289717202696,316.2172716944973,387.7245481624891
33.91304347826087,454.6936449869934,531.7163321897104,319.28512720063515,389.859402083205
34.34782608695652,457.4325717450829,535.3682556516301,322.3349893158822,391.97053491396844
34.78260869565217,460.1429462524128,538.9854167551287,325.3670678774946,394.05846801333155
35.21739130434783,462.8253576648552,542.5684710648923,328.3815690733441,396.1237057383433
35.65217391304348,465.48037708910624,546.1180557742849,331.3786955260542,398.16673617583297
36.08695652173913,468.1085583125041,549.6347903854432,334.35864637472633,400.18803183479366
36.52173913043478,470.71043849632787,553.1192773581872,337.32161735433795,402.18805030232124
36.95652173913044,473.2865388347489,556.572102729451,340.26780087289023,404.16723486538984
37.391304347826086,475.8373651814563,559.9938367048221,343.19738608638335,406.12601510057345
37.826086956521735,478.3634086458412,563.3850342236854,346.11055897169166,408.0648074336794
38.26086956521739,480.8651461604974,566.7462354993726,349.0075023974084,409.9840156711151
38.69565217391304,483.34304102167783,570.0779665356305,351.8883961927284,411.88403150468594
39.130434782608695,485.79754340424046,573.3807396206447,354.7534172144326,413.76523499140114
39.565217391304344,488.22909085251337,576.6550537997787,357.60273941203786,415.6279950097591
40.0,490.6381087484188,579.9013953281187,360.43653389117156,417.4726696938817
40.43478260869565,493.0250107581087,583.120238103852,363.25496897522794,419.29960684677565
40.869565217391305,495.3901992582847,586.312044083443,366.0582102653637,421.10914433391423
41.30434782608695,497.73406574330073,589.4772636795185,368.84642069888406,422.9016104582523
41.73913043478261,500.05699121407986,592.6163361423179,371.6197606060726,424.67732431771753
42.17391304347826,502.3593465498103,595.7296899255167,374.3783877655131,426.43659614614893
42.608695652173914,504.6414928633284,598.8177430371862,377.1224574579519,428.1797276385967
43.04347826086956,506.90378184103974,601.8809033766065,379.85212251874657,429.9070122618346
43.47826086956522,509.1465560681793,604.9195690576125,382.5675333889455,431.61873555088414
43.91304347826087,511.3701493401618,607.9341287191149,385.26883816503954,433.3151753923014
44.34782608695652,513.5748869607316,610.9249618234003,387.95618264742967,434.99660229492804
44.78260869565217,515.7610860275774,613.8924389427829,390.62971038764744,436.66327964876706
45.21739130434783,517.9290557060374,616.836922035152,393.289562734368,438.31546397260234
45.65217391304348,520.079097491489,619.7587647089242,395.93587887825305,439.95340515094466
46.08695652173913,522.2115054609777,622.6583124778872,398.5687958956574,441.57734666085173
46.52173913043478,524.3265665146095,625.5359030063938,401.1884487912351,443.1875257891365
