vol,rend
6.025753331830903,11.06925994845066
6.035921735012175,11.403356604162992
6.066332869718727,11.742906966931347
6.116686145880218,12.082456954420818
6.189533475171171,12.422007072739078
6.32995903415658,12.76155725487882
6.557163983475229,13.101107468887047
6.863236511908292,13.440657628042763
7.21112698727206,13.780207817830906
7.594969047459683,14.119758001365373
8.009595695657246,14.459308187720756
8.450477011662798,14.798858384612949
8.913717506246256,15.138408565036276
9.396011112151688,15.477958748926762
9.894572057937275,15.81750893629234
10.407062663647885,16.15705912356657
10.931523966880134,16.49660931032711
11.46631349435783,16.83615949682765
12.01005161636469,17.1757096830648
12.56157634905756,17.515259869454265
13.119905757883373,17.8548100557174
13.684206937380534,18.19436024217714
14.253771047272961,18.53391048939916
14.827990492179053,18.873460619576054
15.406345793912484,19.213010802486487
15.989489717732974,19.552560987275484
16.58651578432633,19.892111172109832
17.95032078194537,20.231661371044186
20.44138491057723,20.571211546200487
23.70698560663606,20.910761732691252
