rho,W_min
50.0,1.4285714285714284
50.16555183946488,1.4380629604950939
50.331103678929765,1.4476177650374675
50.496655518394654,1.457236476997988
50.662207357859536,1.4669197396963125
50.82775919732442,1.476668205115748
50.9933110367893,1.4864825340495853
51.15886287625418,1.49636339625041
51.32441471571907,1.5063114705824616
51.48996655518394,1.5163274451771125
51.65551839464882,1.5264120175915399
51.821070234113705,1.5365658949706704
51.986622073578594,1.5467897942124746
52.15217391304348,1.557084442136691
52.31772575250836,1.5674505756570705
52.48327759197324,1.5778889419572157
52.64882943143812,1.588400298670111
52.81438127090301,1.598985414061432
52.979933110367895,1.60964506721673
53.14548494983278,1.6203800482325768
53.31103678929766,1.6311911584117886
53.47658862876254,1.6420792104628061
53.64214046822743,1.6530450287033507
53.807692307692314,1.664089449268467
53.973244147157196,1.675213320323043
54.13879598662208,1.6864175022789427
54.30434782608695,1.6977028680168544
54.469899665551836,1.7090703031129812
54.63545150501672,1.7205207060706909
54.8010033444816,1.7320549885572634
54.96655518394648,1.743674075645854
55.13210702341137,1.7553789060628164
55.297658862876254,1.7671704324405209
55.46321070234114,1.7790496215758105
55.62876254180602,1.7910174546942468
55.7943143812709,1.8030749277202844
55.95986622073579,1.8152230515535497
56.12541806020067,1.827462852351369
56.290969899665555,1.8397953718177147
56.45652173913044,1.852221667498752
56.62207357859532,1.8647428130851416
56.787625418060195,1.8773598987213005
56.95317725752509,1.8900740313217979
57.11872909698996,1.9028863348950695
57.28428093645485,1.915797950874681
57.44983277591973,1.9288100384582991
57.61538461538461,1.9419237749546283
57.780936454849495,1.9551403561384944
57.94648829431438,1.968460996614329
58.11204013377926,1.9818869301882596
58.27759197324415,1.9954194102490699
58.44314381270903,2.0090597101582572
58.608695652173914,2.0228091236494605
58.774247491638796,2.0366689652374963
58.93979933110368,2.0506405706373125
59.10535117056857,2.064725297193095
59.27090301003345,2.0789245243178565
59.43645484949833,2.0932396539437814
59.60200668896321,2.1076721109836427
59.76755852842809,2.1222233438036255
59.93311036789297,2.1368948247078463
60.098662207357854,2.15168805043496
60.26421404682274,2.166604542667163
60.429765886287626,2.181645848551989
60.59531772575251,2.1968135412372383
60.76086956521739,2.2121092204194692
60.92642140468227,2.227534512906421
61.091973244147155,2.243091073193794
61.25752508361204,2.258780584056827
61.42307692307693,2.2746047571571
61.58862876254181,2.29056533366503
61.75418060200669,2.3066640848985305
61.919732441471574,2.3229028129783447
62.085284280936456,2.3392833515005265
62.250836120401345,2.355807566226633
62.41638795986621,2.3724773557921495
62.58193979933111,2.3892946524337306
62.747491638795985,2.4062614227358137
62.91304347826087,2.4233796683972533
63.07859531772575,2.4406514270185635
63.24414715719063,2.458078772910438
63.409698996655514,2.475663817924227
63.575250836120404,2.4934087123050483
63.740802675585286,2.5113156455682852
63.90635451505017,2.529386847400191
64.07190635451505,2.5476245885833975
64.23745819397993,2.5660311819481376
64.40301003344482,2.584608983349999
64.5685618729097,2.603360392675099
64.73411371237458,2.6222878548735635
