p,lineare,elast,logistica
20.0,1100.0,1400.0,894.5461786575742
20.551378446115287,1097.2431077694237,1400.0,894.4100165217875
21.102756892230577,1094.486215538847,1400.0,894.2704766848475
21.654135338345863,1091.7293233082708,1400.0,894.1274764582769
22.205513784461154,1088.9724310776942,1400.0,893.9809311849192
22.75689223057644,1086.2155388471178,1400.0,893.8307541948831
23.30827067669173,1083.4586466165413,1400.0,893.6768567606485
23.859649122807017,1080.701754385965,1400.0,893.5191480513215
24.411027568922307,1077.9448621553884,1400.0,893.3575350860326
24.962406015037594,1075.187969924812,1400.0,893.1919226864687
25.51378446115288,1072.4310776942357,1400.0,893.022213428535
26.06516290726817,1069.6741854636591,1400.0,892.8483075931358
26.616541353383457,1066.9172932330828,1400.0,892.6701031160735
27.167919799498748,1064.1604010025062,1400.0,892.4874955370551
27.719298245614034,1061.4035087719299,1400.0,892.3003779478046
28.27067669172932,1058.6466165413535,1400.0,892.1086409392774
28.82205513784461,1055.889724310777,1400.0,891.912172547971
29.3734335839599,1053.1328320802004,1400.0,891.7108582013315
29.924812030075188,1050.375939849624,1400.0,891.5045806622536
30.476190476190474,1047.6190476190477,1400.0,891.2932199726733
31.027568922305765,1044.8621553884711,1400.0,891.0766533962526
31.57894736842105,1042.1052631578948,1400.0,890.8547553601583
32.13032581453634,1039.3483709273182,1400.0,890.6273973959387
32.68170426065163,1036.591478696742,1400.0,890.3944480794971
33.233082706766915,1033.8345864661655,1400.0,890.1557729701731
33.7844611528822,1031.077694235589,1400.0,889.9112345489309
34.335839598997495,1028.3208020050124,1400.0,889.6606921556689
34.88721804511278,1025.563909774436,1400.0,889.404001925655
35.43859649122807,1022.8070175438597,1400.0,889.1410167250983
35.989974937343355,1020.0501253132832,1400.0,888.8715860858725
36.54135338345864,1017.2932330827068,1400.0,888.5955561394028
37.092731829573935,1014.5363408521303,1400.0,888.3127695497316
37.64411027568922,1011.7794486215539,1400.0,888.0230654457831
38.19548872180451,1009.0225563909775,1400.0,887.726279352846
38.7468671679198,1006.265664160401,1400.0,887.4222431232943
39.29824561403508,1003.5087719298247,1400.0,887.1107848665738
39.849624060150376,1000.7518796992481,1400.0,886.791728878482
40.40100250626566,997.9949874686718,1400.0,886.4648955697655
40.95238095238095,995.2380952380952,1400.0,886.1301013940741
41.50375939849624,992.4812030075188,1400.0,885.787158775301
42.05513784461153,989.7243107769424,1400.0,885.4358760343532
42.606516290726816,986.9674185463659,1400.0,885.0760573153863
43.1578947368421,984.2105263157895,1400.0,884.707502511555
43.70927318295739,981.453634085213,1400.0,884.330007190323
44.26065162907268,978.6967418546366,1400.0,883.9433625183857
44.81203007518797,975.9398496240601,1396.6355393658853,883.5473551862614
45.363408521303256,973.1829573934838,1359.5611820291806,883.1417673326097
45.91478696741855,970.4260651629072,1323.9012382502726,882.7263764683411
46.46616541353383,967.6691729323309,1289.5857197373164,882.3009554005845
47.01754385964912,964.9122807017544,1256.5488759532295,881.8652721565886
47.56892230576441,962.155388471178,1224.728891702268,881.4190899076286
48.1203007518797,959.3984962406015,1194.067609492597,880.9621668930056
48.67167919799499,956.641604010025,1164.5102743891591,880.4942563442225
49.22305764411027,953.8847117794487,1136.0052993050513,880.0151064094307
49.774436090225564,951.1278195488721,1108.5040488873383,879.5244600782438
50.32581453634085,948.3709273182958,1081.9606403378764,879.0220551070233
50.87719298245614,945.6140350877193,1056.331759674053,878.507623944745
51.42857142857143,942.8571428571429,1031.5764920808977,877.9808936595635
51.97994987468671,940.1002506265664,1007.6561651367426,877.4415858661946
52.531328320802004,937.34335839599,984.534203811476,876.8894166542455
53.08270676691729,934.5864661654135,962.1759962409753,876.3240965176304
53.63408521303258,931.8295739348371,940.5487693749559,875.7453302852108
54.18546365914787,929.0726817042606,919.6214736794649,875.1528170528125
54.73684210526316,926.3157894736842,899.3646761506672,874.5462501167776
55.288220551378444,923.5588972431078,879.7504609643539,873.9253169092158
55.83959899749373,920.8020050125314,860.7523371466144,873.2896989351278
56.39097744360902,918.0451127819549,842.345152706062,872.6390717115862
56.94235588972431,915.2882205513785,824.5050147175682,871.9731047091589
57.4937343358396,912.531328320802,807.2092148921962,871.291461295778
58.045112781954884,909.7744360902255,790.4361602084533,870.5937986832619
58.59649122807017,907.0175438596491,774.1653082165618,869.8797678767044
59.147869674185465,904.2606516290728,758.377106660549,869.1490136269623
59.69924812030075,901.5037593984962,743.0529370929838,868.4011743864735
60.25062656641604,898.7468671679198,728.1750621843951,867.6358822686535
60.802005012531325,895.9899749373434,713.7265764541494,866.852763011127
61.35338345864661,893.2330827067669,699.6913601720161,866.0514359430574
61.904761904761905,890.4761904761905,686.0540362000944,865.2315139568553
62.45614035087719,887.719298245614,672.7999295633828,864.3926034845487
63.00751879699248,884.9624060150377,659.9150295542222,863.5343044791146
63.558897243107765,882.2055137844611,647.3859541913141,862.6562104010807
64.11027568922306,879.4486215538848,635.1999168681215,861.7579082107139
64.66165413533835,876.6917293233082,623.3446950383565,860.8389783661271
65.21303258145363,873.9348370927319,611.808600798041,859.8989948276464
65.76441102756891,871.1779448621554,600.580453234415,858.9375250687862
66.3157894736842,868.421052631579,589.6495524218362,857.9541300941999
66.8671679197995,865.6641604010025,579.0056549538635,856.9483644649763
67.41854636591478,862.907268170426,568.6389509090109,855.9197763316666
67.96992481203007,860.1503759398497,558.5400421552744,854.8679074754381
68.52130325814537,857.3934837092731,548.6999219055258,853.7922933577571
69.07268170426065,854.6365914786968,539.1099554422868,852.6924631790214
69.62406015037594,851.8796992481202,529.761861936311,851.5679399465619
70.17543859649123,849.1228070175439,520.6476972888362,850.4182405524544
70.72681704260651,846.3659147869674,511.759837932376,849.2428758615812
71.27819548872179,843.609022556391,503.09096552953093,848.0413508103986
71.8295739348371,840.8521303258145,494.6340525135583,846.8131645168729
72.38095238095238,838.0952380952381,486.38234841836316,845.5578104020501
72.93233082706766,835.3383458646617,478.3293669491886,844.2747763237414
73.48370927318295,832.5814536340852,470.4688737486476,842.9635447228027
74.03508771929825,829.8245614035088,462.79487481581634,841.6235927825016
74.58646616541353,827.0676691729324,455.3016055389811,840.2543926014598
75.13784461152882,824.3107769423559,447.9835203052759,838.8554113806734
75.68922305764411,821.5538847117795,440.83528265290346,837.4261116251092
76.2406015037594,818.796992481203,433.85175593390153,835.965951360377
76.79197994987469,816.0401002506266,427.0279944575253,834.4743843649818
77.34335839598998,813.2832080200501,420.35923508627366,832.9508604186589
77.89473684210526,810.5263157894738,413.8408892583958,831.3948255672855
78.44611528822054,807.7694235588973,407.4685354124028,829.8057224048673
78.99749373433583,805.0125313283208,401.2379117906738,828.1829903730894
79.54887218045113,802.2556390977444,395.14490960070094,826.5260660789094
80.1002506265664,799.4987468671679,389.1855665138668,824.8343836306701
80.6516290726817,796.7418546365915,383.35606048291334,823.1073749931867
81.203007518797,793.984962406015,377.6527038604315,821.3444703622621
81.75438596491227,791.2280701754387,372.0719378017881,819.545098559056
82.30576441102757,788.4711779448621,366.6103269369308,817.7086874447261
82.85714285714286,785.7142857142857,361.26455429645887,815.8346643557296
83.40852130325814,782.9573934837093,356.0314164782292,813.922456560159
