mu,capacita,attesa,totale
42.4,127.19999999999999,157.50000000000057,284.70000000000056
42.454135338345864,127.36240601503759,138.72516556291407,266.0875715779517
42.50827067669173,127.5248120300752,123.94970414201173,251.4745161720869
42.562406015037595,127.68721804511279,112.01871657753983,239.70593462265262
42.616541353383454,127.84962406015036,102.18292682926909,230.03255088941944
42.67067669172932,128.01203007518797,93.93497757847588,221.94700765366383
42.724812030075185,128.17443609022556,86.91908713692982,215.09352322715537
42.77894736842105,128.33684210526314,80.87837837837859,209.21522048364173
42.833082706766916,128.49924812030076,75.62274368231057,204.12199180261132
42.88721804511278,128.66165413533835,71.0084745762712,199.67012871160955
42.94135338345865,128.82406015037594,66.92492012779547,195.74898027817142
42.99548872180451,128.98646616541353,63.285498489425876,192.2719646548394
43.04962406015037,129.14887218045112,60.02148997134696,189.1703621517981
43.10375939849624,129.3112781954887,57.0776566757495,186.3889348712382
43.1578947368421,129.4736842105263,54.409090909091034,183.88277511961735
43.21203007518797,129.63609022556392,51.97890818858568,181.6149984141496
43.266165413533834,129.7984962406015,49.75653206650834,179.55502830710986
43.3203007518797,129.9609022556391,47.71640091116173,177.6773031668008
43.374436090225565,130.1233082706767,45.836980306345694,175.96028857702237
43.42857142857143,130.28571428571428,44.09999999999994,174.38571428571422
43.48270676691729,130.44812030075187,42.4898580121705,172.93797831292238
43.536842105263155,130.61052631578946,40.99315068493159,171.60367700072106
43.59097744360902,130.77293233082708,39.59829867674864,170.37123100757572
43.645112781954886,130.93533834586466,38.29524680073129,169.23058514659596
43.69924812030075,131.09774436090225,37.07522123893806,168.17296559984032
43.75338345864662,131.26015037593984,35.930531732418515,167.19068210835837
43.80751879699248,131.42255639097743,34.854409317803636,166.27696570878106
43.86165413533834,131.58496240601502,33.840872374798145,165.42583478081318
43.91578947368421,131.7473684210526,32.88461538461545,164.63198380566806
43.96992481203007,131.90977443609023,31.9809160305344,163.89069046662462
44.02406015037594,132.07218045112782,31.12555720653792,163.19773765766575
44.0781954887218,132.2345864661654,30.314761215629538,162.54934768179496
44.13233082706767,132.396992481203,29.545133991537377,161.94212647274037
44.186466165413535,132.5593984962406,28.813617606602463,161.37301610284305
44.2406015037594,132.7218045112782,28.117449664429508,160.8392541757077
44.29473684210526,132.88421052631577,27.454128440367025,160.33833896668278
44.348872180451124,133.0466165413534,26.821382842509642,159.86799938386304
44.40300751879699,133.20902255639098,26.21714643304133,159.4261689894323
44.457142857142856,133.37142857142857,25.63953488372095,159.01096345514952
44.51127819548872,133.53383458646616,25.086826347305397,158.62066093377155
44.56541353383459,133.69624060150375,24.557444314185226,158.25368491568898
44.61954887218045,133.85864661654136,24.049942594718704,157.90858921126008
44.67368421052632,134.02105263157895,23.562992125984234,157.5840447575632
44.727819548872176,134.18345864661654,23.095369349503894,157.27882799612044
44.78195488721804,134.34586466165413,22.64594594594597,156.99181060760012
44.83609022556391,134.50827067669172,22.213679745493124,156.72195042218485
44.89022556390977,134.6706766917293,21.797606659729457,156.46828335145878
44.94436090225564,134.8330827067669,21.396833503575078,156.22991621034197
44.998496240601504,134.99548872180452,21.01053159478435,156.00602031658886
45.05263157894737,135.1578947368421,20.637931034482747,155.79582577132487
45.10676691729323,135.3203007518797,20.27831558567283,155.59861633755253
45.160902255639094,135.4827067669173,19.931018078020955,155.41372484493826
45.21503759398496,135.64511278195488,19.595416276894312,155.24052905884918
45.269172932330825,135.80751879699247,19.270929162833497,155.07844795982595
45.32330827067669,135.96992481203006,18.95701357466064,154.9269383866907
45.377443609022556,136.13233082706768,18.653161175422973,154.78549200249066
45.43157894736842,136.29473684210527,18.35889570552147,154.65363254762673
45.48571428571429,136.45714285714286,18.07377049180327,154.53091334894611
45.539849624060146,136.61954887218045,17.797366185216674,154.41691505739712
45.59398496240601,136.78195488721803,17.529288702928888,154.31124359014692
45.64812030075188,136.94436090225562,17.269167353668603,154.21352825592422
45.70225563909774,137.1067669172932,17.016653127538593,154.12342004483182
45.75639097744361,137.26917293233083,16.77141713370697,154.0405900660378
45.810526315789474,137.43157894736842,16.53314917127072,153.96472811863913
45.86466165413534,137.593984962406,16.301556420233457,153.89554138263946
45.918796992481205,137.75639097744363,16.07636224098234,153.83275321842598
45.972932330827064,137.9187969924812,15.857305071915231,153.7761020643964
