x1,x2,y
0.007762376513084894,0.3197101592348677,1.0
-0.7307565713789552,0.48827841062267935,1.0
-0.4194829302679107,-0.4038552024486466,1.0
-0.10859364167395592,-0.30986152325439614,1.0
0.1601188575240598,-0.3157906270557725,1.0
-0.5882126527854091,-0.46519154460845735,1.0
0.7215908288971319,0.024342080750500893,1.0
-0.6421416567195355,0.004607571747581421,1.0
-0.855770528087975,0.9842616068847696,1.0
-0.8384629881600378,0.2633139875550627,1.0
0.298994115372825,-0.7975042646122912,1.0
0.16515208513005866,0.5484446220911678,1.0
0.2571664071690204,0.1435589507458436,1.0
0.5220031748035526,0.08849750188876428,1.0
0.18503390844238085,-0.06969135056616244,1.0
0.3474931493085117,-0.5177612809805514,1.0
0.43546979238082284,-0.2779158435836828,1.0
-0.5998593551834654,0.20088692567458313,1.0
0.9311255533380041,0.5289230163749052,1.0
-0.2836074051814668,0.38393281959924047,1.0
-0.24981501584675297,-0.06821070087497293,1.0
0.04924067126939212,-1.2744700192953438,1.0
0.10538812138936585,-0.5662850538499032,1.0
-0.383569237400384,-0.8109147258963952,1.0
-0.834107019980412,-0.5187954203967928,1.0
0.45407851241422,0.9163227411049665,1.0
-0.013862806935735718,0.6004850134598216,1.0
-0.14518935578327508,-1.0515850536360183,1.0
0.08245413881178665,0.24510654472841434,1.0
-0.2357391051166704,0.16622332881710764,1.0
0.3149059361851264,-0.4748741621985329,1.0
-0.8122587536603665,-0.1216897909381067,1.0
-0.11608329714871053,-0.19396476762047885,1.0
0.5429857140407514,0.9490738341751911,1.0
-0.22915585989109508,0.3843876867395135,1.0
0.5175121121098146,0.3922360312328598,1.0
0.5761174579213366,-0.21408418351797717,1.0
0.40689349773232264,1.1134650647227191,1.0
0.44201605765903274,-0.3409415179043282,1.0
0.3342418716639994,0.694309160438022,1.0
0.2029424575142956,-0.3098703828785713,1.0
0.8486943206618673,-0.6873718756096092,1.0
0.27688377566075967,-0.00889656595692042,1.0
-0.6565161488476263,0.6706973259706218,1.0
0.19133817653574015,-0.641738997404488,1.0
1.0981209524000124,1.441816249918065,-1.0
2.5203200231417053,-0.5554760616775831,-1.0
-1.8039877581188173,0.1530802032897662,-1.0
-0.8737891592377223,1.7465863328982623,-1.0
0.9776382677210319,1.9519849161420963,-1.0
-1.651237314301648,-1.0972600480628352,-1.0
-1.780231056573892,1.218711490441738,-1.0
1.4172993997895933,1.1646820842025156,-1.0
1.7734822496256546,0.4266466096185105,-1.0
-1.592408874449131,1.1919994669325014,-1.0
-2.3047004103331106,-1.04187444951454,-1.0
-2.3017476684440896,-0.24956521240026455,-1.0
1.0554621235965354,-1.1580671669722284,-1.0
1.669297247520369,-1.096181354700263,-1.0
1.6404421098774105,-0.7779809196230837,-1.0
0.6621462112879746,-2.0839263304051827,-1.0
-1.9373636290321175,0.29794567299763003,-1.0
-2.45547242472525,-0.2775281777871171,-1.0
-1.7839839885129392,1.1143145656358706,-1.0
-1.7943696272198808,1.4374495225237394,-1.0
1.9771943421859233,0.5100217829359593,-1.0
0.6009019735132747,-2.1430102801036917,-1.0
0.05213142006698822,2.097690463539626,-1.0
2.284447363290285,0.3407502147537162,-1.0
-2.086449689198941,0.37897987909354264,-1.0
-0.38358155766588464,-1.9887694307795967,-1.0
-2.1339882979449176,0.8074798491178251,-1.0
-1.345998933414853,1.623164168183563,-1.0
-1.0766870319707087,-1.4128212281500903,-1.0
0.9381964267513322,1.5806698360350828,-1.0
1.8537930999317445,0.14059310053645127,-1.0
-1.5392003070748483,-1.3167871043817578,-1.0
-1.2781545843166868,-0.26811883179716506,-1.0
1.4994342810287293,-1.575353866936893,-1.0
-1.8493149023050977,0.9405652034838249,-1.0
0.43790192132964895,-2.053807942646126,-1.0
2.247166601076842,0.2109631212294541,-1.0
2.078589326906314,0.3566517194752004,-1.0
-1.7042043797453137,-1.3879948082507214,-1.0
0.20545134454285588,2.0653178518675297,-1.0
1.7708892148267494,0.8647838359375704,-1.0
1.4820110956349666,1.505474722688645,-1.0
-1.696024113442865,1.2836428193193588,-1.0
-1.2805966491675682,1.8235709787740964,-1.0
-2.1696897551318632,-0.7600241940497596,-1.0
