vol,rend
6.635518387461609,11.063806456845086
6.694981671789655,11.403356508709658
6.778154304282231,11.742906736748358
6.8841676468544115,12.082456928392462
7.0074581771279325,12.422007077055783
7.143086676652244,12.761557271787197
7.290364150800846,13.101107502050398
7.455583584049761,13.440657746239951
7.665520262112572,13.780207854855517
7.9195486869303,14.119758019169879
8.21946819176724,14.459308220909714
8.571590601173039,14.798858375335858
8.983391907023963,15.138408567572537
9.452118109084825,15.477958748714931
9.969709769473006,15.817508939391168
10.528961036397687,16.157059120581536
11.123372869280049,16.496609307145576
